,index,Date,Round,Game number,Venue,Home Team,Away Team,Home team score,Away team score,Home team score detail,Away team score detail,Winning team,Margin,Year stage,day,month,year,time,HomeCode,AwayCode,Pos_home,P_home,W_home,D_home,L_home,For_home,Agn_home,Max_home,Min_home,Home_W_home,Home_D_home,Home_L_home,Away_W_home,Away_D_home,Away_L_home,Stk_home,Pts_home,%_home,Stkn_home,Stkd_home,Pos_away,P_away,W_away,D_away,L_away,For_away,Agn_away,Max_away,Min_away,Home_W_away,Home_D_away,Home_L_away,Away_W_away,Away_D_away,Away_L_away,Stk_away,Pts_away,%_away,Stkn_away,Stkd_away,target
96,105,2022-06-09 19:20:00,13,1,M.C.G.,Richmond,Port Adelaide,77,65,"[5, 2, 6, 4, 8, 5, 11, 11]","[2, 1, 5, 2, 8, 4, 10, 5]",Richmond,12,Regular season,09,06,2022,19:20:00,14,13,10.0,11.0,6.0,0.0,5.0,1079,919,165.0,54.0,4.0,0.0,1.0,2.0,0.0,4.0,1L,24.0,117.41,-1.0,L,12.0,11.0,5.0,0.0,6.0,818,780,117.0,36.0,3.0,0.0,2.0,2.0,0.0,4.0,1W,20.0,104.87,1.0,W,1
97,106,2022-06-10 19:50:00,13,2,M.C.G.,Essendon,Carlton,54,80,"[3, 2, 5, 4, 7, 8, 7, 12]","[4, 1, 9, 4, 12, 6, 12, 8]",Carlton,26,Regular season,10,06,2022,19:50:00,05,03,16.0,11.0,2.0,0.0,9.0,785,1068,108.0,47.0,2.0,0.0,3.0,0.0,0.0,6.0,3L,8.0,73.5,-3.0,L,7.0,11.0,8.0,0.0,3.0,1007,892,116.0,62.0,6.0,0.0,0.0,2.0,0.0,3.0,1L,32.0,112.89,-1.0,L,0
98,107,2022-06-11 16:10:00,13,3,Perth Stadium,Fremantle,Hawthorn,95,82,"[4, 3, 6, 6, 12, 9, 14, 11]","[5, 0, 8, 4, 10, 7, 12, 10]",Fremantle,13,Regular season,11,06,2022,16:10:00,08,10,3.0,12.0,9.0,0.0,3.0,973,749,107.0,33.0,4.0,0.0,2.0,5.0,0.0,1.0,2W,36.0,129.91,2.0,W,13.0,12.0,4.0,0.0,8.0,999,1140,120.0,54.0,3.0,0.0,4.0,1.0,0.0,4.0,2L,16.0,87.63,-2.0,L,1
99,108,2022-06-11 19:25:00,13,4,Gabba,Brisbane Lions,St Kilda,78,57,"[2, 4, 3, 6, 7, 10, 10, 18]","[2, 1, 5, 6, 7, 7, 8, 9]",Brisbane Lions,21,Regular season,11,06,2022,19:25:00,19,15,2.0,12.0,9.0,0.0,3.0,1260,940,156.0,70.0,5.0,0.0,0.0,4.0,0.0,3.0,1L,36.0,134.04,-1.0,L,5.0,11.0,8.0,0.0,3.0,953,770,142.0,42.0,4.0,0.0,2.0,4.0,0.0,1.0,3W,32.0,123.77,3.0,W,1
100,109,2022-06-12 15:20:00,13,5,Docklands,North Melbourne,Greater Western Sydney,53,102,"[0, 3, 2, 5, 4, 7, 7, 11]","[5, 3, 10, 4, 12, 9, 15, 12]",Greater Western Sydney,49,Regular season,12,06,2022,15:20:00,12,21,17.0,12.0,1.0,0.0,11.0,671,1282,75.0,24.0,1.0,0.0,4.0,0.0,0.0,7.0,10L,4.0,52.34,-10.0,L,15.0,11.0,3.0,0.0,8.0,872,1006,138.0,35.0,2.0,0.0,4.0,1.0,0.0,4.0,1L,12.0,86.68,-1.0,L,0
101,110,2022-06-13 15:20:00,13,6,M.C.G.,Collingwood,Melbourne,82,56,"[0, 5, 3, 8, 6, 10, 12, 10]","[3, 1, 5, 4, 7, 6, 8, 8]",Collingwood,26,Regular season,13,06,2022,15:20:00,04,11,8.0,12.0,7.0,0.0,5.0,1034,1003,115.0,51.0,3.0,0.0,3.0,4.0,0.0,2.0,3W,28.0,103.09,3.0,W,1.0,12.0,10.0,0.0,2.0,1055,747,120.0,56.0,5.0,0.0,2.0,5.0,0.0,0.0,2L,40.0,141.23,-2.0,L,1
102,111,2022-06-16 19:20:00,14,1,M.C.G.,Richmond,Carlton,81,66,"[3, 2, 7, 6, 8, 10, 11, 15]","[0, 4, 3, 5, 6, 8, 9, 12]",Richmond,15,Regular season,16,06,2022,19:20:00,14,03,9.0,12.0,7.0,0.0,5.0,1156,984,165.0,54.0,5.0,0.0,1.0,2.0,0.0,4.0,1W,28.0,117.48,1.0,W,4.0,12.0,9.0,0.0,3.0,1087,946,116.0,62.0,6.0,0.0,0.0,3.0,0.0,3.0,1W,36.0,114.9,1.0,W,1
103,112,2022-06-17 19:50:00,14,2,Docklands,St Kilda,Essendon,72,107,"[2, 1, 3, 3, 8, 4, 11, 6]","[4, 5, 7, 7, 13, 11, 15, 17]",Essendon,35,Regular season,17,06,2022,19:50:00,15,05,6.0,12.0,8.0,0.0,4.0,1010,848,142.0,42.0,4.0,0.0,2.0,4.0,0.0,2.0,1L,32.0,119.1,-1.0,L,16.0,12.0,2.0,0.0,10.0,839,1148,108.0,47.0,2.0,0.0,4.0,0.0,0.0,6.0,4L,8.0,73.08,-4.0,L,0
104,113,2022-06-18 13:45:00,14,3,Adelaide Oval,Port Adelaide,Sydney,82,59,"[4, 3, 6, 6, 12, 8, 12, 10]","[3, 1, 5, 8, 6, 10, 8, 11]",Port Adelaide,23,Regular season,18,06,2022,13:45:00,13,16,12.0,12.0,5.0,0.0,7.0,883,857,117.0,36.0,3.0,0.0,2.0,2.0,0.0,5.0,1L,20.0,103.03,-1.0,L,7.0,12.0,8.0,0.0,4.0,1116,939,121.0,60.0,4.0,0.0,2.0,4.0,0.0,2.0,2W,32.0,118.85,2.0,W,1
105,114,2022-06-18 16:35:00,14,4,Perth Stadium,West Coast,Geelong,63,81,"[2, 3, 6, 5, 8, 6, 9, 9]","[4, 4, 6, 5, 11, 6, 12, 9]",Geelong,18,Regular season,18,06,2022,16:35:00,18,09,18.0,12.0,1.0,0.0,11.0,691,1364,87.0,30.0,0.0,0.0,6.0,1.0,0.0,5.0,8L,4.0,50.66,-8.0,L,5.0,12.0,8.0,0.0,4.0,1096,859,138.0,66.0,4.0,0.0,1.0,4.0,0.0,3.0,3W,32.0,127.59,3.0,W,0
106,115,2022-06-18 19:25:00,14,5,Sydney Showground,Greater Western Sydney,Western Bulldogs,105,125,"[5, 4, 9, 7, 11, 8, 16, 9]","[6, 1, 10, 6, 16, 9, 19, 11]",Western Bulldogs,20,Regular season,18,06,2022,19:25:00,21,07,13.0,12.0,4.0,0.0,8.0,974,1059,138.0,35.0,2.0,0.0,4.0,2.0,0.0,4.0,1W,16.0,91.97,1.0,W,10.0,12.0,6.0,0.0,6.0,1102,930,161.0,61.0,3.0,0.0,3.0,3.0,0.0,3.0,1L,24.0,118.49,-1.0,L,0
107,116,2022-06-19 15:20:00,14,6,Carrara,Gold Coast,Adelaide,116,73,"[1, 2, 7, 5, 10, 7, 18, 8]","[2, 2, 3, 6, 6, 11, 10, 13]",Gold Coast,43,Regular season,19,06,2022,15:20:00,20,01,11.0,12.0,6.0,0.0,6.0,1017,942,121.0,57.0,4.0,0.0,2.0,2.0,0.0,4.0,2W,24.0,107.96,2.0,W,15.0,12.0,4.0,0.0,8.0,899,1097,101.0,54.0,3.0,0.0,4.0,1.0,0.0,4.0,1W,16.0,81.95,1.0,W,1
108,117,2022-06-23 19:20:00,15,1,M.C.G.,Melbourne,Brisbane Lions,117,53,"[2, 4, 8, 10, 11, 17, 16, 21]","[3, 4, 4, 4, 6, 7, 7, 11]",Melbourne,64,Regular season,23,06,2022,19:20:00,11,19,2.0,13.0,10.0,0.0,3.0,1111,829,120.0,56.0,5.0,0.0,2.0,5.0,0.0,1.0,3L,40.0,134.02,-3.0,L,1.0,13.0,10.0,0.0,3.0,1338,997,156.0,70.0,6.0,0.0,0.0,4.0,0.0,3.0,1W,40.0,134.2,1.0,W,1
109,118,2022-06-24 19:00:00,15,2,Docklands,Western Bulldogs,Hawthorn,125,83,"[1, 2, 6, 6, 12, 10, 19, 11]","[4, 3, 5, 7, 5, 11, 12, 11]",Western Bulldogs,42,Regular season,24,06,2022,19:00:00,07,10,10.0,13.0,7.0,0.0,6.0,1227,1035,161.0,61.0,3.0,0.0,3.0,4.0,0.0,3.0,1W,28.0,118.55,1.0,W,14.0,13.0,4.0,0.0,9.0,1081,1235,120.0,54.0,3.0,0.0,4.0,1.0,0.0,5.0,3L,16.0,87.53,-3.0,L,1
110,119,2022-06-24 20:40:00,15,3,Perth Stadium,West Coast,Essendon,107,97,"[3, 3, 9, 3, 13, 6, 16, 11]","[5, 5, 7, 10, 10, 13, 14, 13]",West Coast,10,Regular season,24,06,2022,20:40:00,18,05,18.0,13.0,1.0,0.0,12.0,754,1445,87.0,30.0,0.0,0.0,7.0,1.0,0.0,5.0,9L,4.0,52.18,-9.0,L,16.0,13.0,3.0,0.0,10.0,946,1220,108.0,47.0,2.0,0.0,4.0,1.0,0.0,6.0,1W,12.0,77.54,1.0,W,1
111,120,2022-06-25 13:45:00,15,4,Docklands,Carlton,Fremantle,81,50,"[1, 3, 6, 5, 9, 7, 12, 9]","[3, 0, 4, 2, 6, 5, 7, 8]",Carlton,31,Regular season,25,06,2022,13:45:00,03,08,5.0,13.0,9.0,0.0,4.0,1153,1027,116.0,62.0,6.0,0.0,0.0,3.0,0.0,4.0,1L,36.0,112.27,-1.0,L,3.0,13.0,10.0,0.0,3.0,1068,831,107.0,33.0,5.0,0.0,2.0,5.0,0.0,1.0,3W,40.0,128.52,3.0,W,1
112,121,2022-06-25 16:35:00,15,5,M.C.G.,Geelong,Richmond,89,86,"[5, 2, 8, 5, 9, 8, 13, 11]","[2, 0, 5, 3, 10, 7, 13, 8]",Geelong,3,Regular season,25,06,2022,16:35:00,09,14,4.0,13.0,9.0,0.0,4.0,1177,922,138.0,66.0,4.0,0.0,1.0,5.0,0.0,3.0,4W,36.0,127.66,4.0,W,6.0,13.0,8.0,0.0,5.0,1237,1050,165.0,54.0,6.0,0.0,1.0,2.0,0.0,4.0,2W,32.0,117.81,2.0,W,1
113,122,2022-06-25 19:25:00,15,6,S.C.G.,Sydney,St Kilda,83,32,"[3, 1, 4, 6, 9, 10, 12, 11]","[1, 2, 2, 2, 2, 6, 4, 8]",Sydney,51,Regular season,25,06,2022,19:25:00,16,15,7.0,13.0,8.0,0.0,5.0,1175,1021,121.0,59.0,4.0,0.0,2.0,4.0,0.0,3.0,1L,32.0,115.08,-1.0,L,8.0,13.0,8.0,0.0,5.0,1082,955,142.0,42.0,4.0,0.0,3.0,4.0,0.0,2.0,2L,32.0,113.3,-2.0,L,1
114,123,2022-06-26 13:10:00,15,7,Bellerive Oval,North Melbourne,Adelaide,58,115,"[4, 0, 4, 4, 6, 8, 8, 10]","[5, 3, 7, 6, 11, 9, 17, 13]",Adelaide,57,Regular season,26,06,2022,13:10:00,12,01,17.0,13.0,1.0,0.0,12.0,724,1384,75.0,24.0,1.0,0.0,5.0,0.0,0.0,7.0,11L,4.0,52.31,-11.0,L,15.0,13.0,4.0,0.0,9.0,972,1213,101.0,54.0,3.0,0.0,4.0,1.0,0.0,5.0,1L,16.0,80.13,-1.0,L,0
115,124,2022-06-26 15:20:00,15,8,M.C.G.,Collingwood,Greater Western Sydney,88,77,"[3, 4, 5, 9, 9, 17, 11, 22]","[2, 4, 2, 4, 5, 4, 12, 5]",Collingwood,11,Regular season,26,06,2022,15:20:00,04,21,9.0,13.0,8.0,0.0,5.0,1116,1059,115.0,51.0,4.0,0.0,3.0,4.0,0.0,2.0,4W,32.0,105.38,4.0,W,13.0,13.0,4.0,0.0,9.0,1079,1184,138.0,35.0,2.0,0.0,5.0,2.0,0.0,4.0,1L,16.0,91.13,-1.0,L,1
116,125,2022-06-26 16:10:00,15,9,Adelaide Oval,Port Adelaide,Gold Coast,93,91,"[5, 4, 6, 8, 12, 11, 13, 15]","[2, 4, 5, 9, 10, 10, 13, 13]",Port Adelaide,2,Regular season,26,06,2022,16:10:00,13,20,12.0,13.0,6.0,0.0,7.0,965,916,117.0,36.0,4.0,0.0,2.0,2.0,0.0,5.0,1W,24.0,105.35,1.0,W,11.0,13.0,7.0,0.0,6.0,1133,1015,121.0,57.0,5.0,0.0,2.0,2.0,0.0,4.0,3W,28.0,111.63,3.0,W,1
117,126,2022-06-30 19:20:00,16,1,Gabba,Brisbane Lions,Western Bulldogs,108,67,"[1, 5, 6, 9, 12, 11, 16, 12]","[2, 5, 5, 7, 7, 9, 9, 13]",Brisbane Lions,41,Regular season,30,06,2022,19:20:00,19,07,3.0,14.0,10.0,0.0,4.0,1391,1114,156.0,53.0,6.0,0.0,0.0,4.0,0.0,4.0,1L,40.0,124.87,-1.0,L,8.0,14.0,8.0,0.0,6.0,1352,1118,161.0,61.0,4.0,0.0,3.0,4.0,0.0,3.0,2W,32.0,120.93,2.0,W,1
118,127,2022-07-01 19:50:00,16,2,Docklands,Carlton,St Kilda,78,93,"[2, 4, 6, 7, 7, 13, 10, 18]","[3, 6, 7, 6, 10, 7, 14, 9]",St Kilda,15,Regular season,01,07,2022,19:50:00,03,15,5.0,14.0,10.0,0.0,4.0,1234,1077,116.0,62.0,7.0,0.0,0.0,3.0,0.0,4.0,1W,40.0,114.58,1.0,W,10.0,14.0,8.0,0.0,6.0,1114,1038,142.0,32.0,4.0,0.0,3.0,4.0,0.0,3.0,3L,32.0,107.32,-3.0,L,0
119,128,2022-07-02 13:45:00,16,3,M.C.G.,Essendon,Sydney,95,86,"[2, 2, 7, 2, 9, 3, 15, 5]","[5, 2, 7, 6, 9, 14, 12, 14]",Essendon,9,Regular season,02,07,2022,13:45:00,05,16,16.0,14.0,3.0,0.0,11.0,1043,1327,108.0,47.0,2.0,0.0,4.0,1.0,0.0,7.0,1L,12.0,78.6,-1.0,L,6.0,14.0,9.0,0.0,5.0,1258,1053,121.0,59.0,5.0,0.0,2.0,4.0,0.0,3.0,1W,36.0,119.47,1.0,W,1
120,129,2022-07-02 16:35:00,16,4,Adelaide Oval,Adelaide,Melbourne,65,94,"[4, 0, 6, 2, 7, 4, 10, 5]","[5, 1, 6, 3, 9, 9, 14, 10]",Melbourne,29,Regular season,02,07,2022,16:35:00,01,11,13.0,14.0,5.0,0.0,9.0,1087,1271,115.0,54.0,3.0,0.0,4.0,2.0,0.0,5.0,1W,20.0,85.52,1.0,W,1.0,14.0,11.0,0.0,3.0,1228,882,120.0,56.0,6.0,0.0,2.0,5.0,0.0,1.0,1W,44.0,139.23,1.0,W,0
121,130,2022-07-02 19:25:00,16,5,Carrara,Gold Coast,Collingwood,62,67,"[3, 4, 5, 6, 6, 11, 8, 14]","[3, 4, 6, 9, 6, 10, 9, 13]",Collingwood,5,Regular season,02,07,2022,19:25:00,20,04,11.0,14.0,7.0,0.0,7.0,1224,1108,121.0,57.0,5.0,0.0,2.0,2.0,0.0,5.0,1L,28.0,110.47,-1.0,L,7.0,14.0,9.0,0.0,5.0,1204,1136,115.0,51.0,5.0,0.0,3.0,4.0,0.0,2.0,5W,36.0,105.99,5.0,W,0
122,131,2022-07-02 19:25:00,16,6,Kardinia Park,Geelong,North Melbourne,144,32,"[3, 5, 8, 8, 15, 12, 21, 18]","[3, 1, 4, 1, 5, 1, 5, 2]",Geelong,112,Regular season,02,07,2022,19:25:00,09,12,2.0,14.0,10.0,0.0,4.0,1266,1008,138.0,66.0,5.0,0.0,1.0,5.0,0.0,3.0,5W,40.0,125.6,5.0,W,18.0,14.0,1.0,0.0,13.0,782,1499,75.0,24.0,1.0,0.0,6.0,0.0,0.0,7.0,12L,4.0,52.17,-12.0,L,1
123,132,2022-07-03 14:10:00,16,7,M.C.G.,Richmond,West Coast,128,93,"[4, 2, 11, 4, 15, 5, 20, 8]","[2, 4, 5, 6, 11, 11, 13, 15]",Richmond,35,Regular season,03,07,2022,14:10:00,14,18,9.0,14.0,8.0,0.0,6.0,1323,1139,165.0,54.0,6.0,0.0,1.0,2.0,0.0,5.0,1L,32.0,116.15,-1.0,L,17.0,14.0,2.0,0.0,12.0,861,1542,107.0,30.0,1.0,0.0,7.0,1.0,0.0,5.0,1W,8.0,55.84,1.0,W,1
124,133,2022-07-03 15:20:00,16,8,Sydney Showground,Greater Western Sydney,Hawthorn,72,50,"[3, 1, 6, 2, 9, 2, 11, 6]","[4, 1, 4, 6, 6, 7, 7, 8]",Greater Western Sydney,22,Regular season,03,07,2022,15:20:00,21,10,14.0,14.0,4.0,0.0,10.0,1156,1272,138.0,35.0,2.0,0.0,5.0,2.0,0.0,5.0,2L,16.0,90.88,-2.0,L,15.0,14.0,4.0,0.0,10.0,1164,1360,120.0,54.0,3.0,0.0,4.0,1.0,0.0,6.0,4L,16.0,85.59,-4.0,L,1
125,134,2022-07-03 17:20:00,16,9,Perth Stadium,Fremantle,Port Adelaide,99,91,"[4, 2, 10, 4, 14, 8, 15, 9]","[4, 2, 6, 3, 9, 4, 14, 7]",Fremantle,8,Regular season,03,07,2022,17:20:00,08,13,4.0,14.0,10.0,0.0,4.0,1118,912,107.0,33.0,5.0,0.0,2.0,5.0,0.0,2.0,1L,40.0,122.59,-1.0,L,12.0,14.0,7.0,0.0,7.0,1058,1007,117.0,36.0,5.0,0.0,2.0,2.0,0.0,5.0,2W,28.0,105.06,2.0,W,1
126,135,2022-07-07 19:20:00,17,1,Kardinia Park,Geelong,Melbourne,91,63,"[3, 3, 5, 8, 8, 12, 12, 19]","[3, 1, 5, 4, 7, 6, 9, 9]",Geelong,28,Regular season,07,07,2022,19:20:00,09,11,2.0,15.0,11.0,0.0,4.0,1410,1040,144.0,66.0,6.0,0.0,1.0,5.0,0.0,3.0,6W,44.0,135.58,6.0,W,1.0,15.0,12.0,0.0,3.0,1322,947,120.0,56.0,6.0,0.0,2.0,6.0,0.0,1.0,2W,48.0,139.6,2.0,W,1
127,136,2022-07-08 19:50:00,17,2,S.C.G.,Sydney,Western Bulldogs,120,67,"[7, 8, 9, 11, 15, 15, 17, 18]","[2, 1, 5, 6, 8, 8, 9, 13]",Sydney,53,Regular season,08,07,2022,19:50:00,16,07,8.0,15.0,9.0,0.0,6.0,1344,1148,121.0,59.0,5.0,0.0,2.0,4.0,0.0,4.0,1L,36.0,117.07,-1.0,L,10.0,15.0,8.0,0.0,7.0,1419,1226,161.0,61.0,4.0,0.0,3.0,4.0,0.0,4.0,1L,32.0,115.74,-1.0,L,1
128,137,2022-07-09 13:45:00,17,3,M.C.G.,Collingwood,North Melbourne,88,81,"[4, 2, 5, 2, 8, 5, 13, 10]","[4, 2, 8, 4, 12, 7, 12, 9]",Collingwood,7,Regular season,09,07,2022,13:45:00,04,12,6.0,15.0,10.0,0.0,5.0,1271,1198,115.0,51.0,5.0,0.0,3.0,5.0,0.0,2.0,6W,40.0,106.09,6.0,W,18.0,15.0,1.0,0.0,14.0,814,1643,75.0,24.0,1.0,0.0,6.0,0.0,0.0,8.0,13L,4.0,49.54,-13.0,L,1
129,138,2022-07-09 16:35:00,17,4,Carrara,Gold Coast,Richmond,94,92,"[3, 3, 4, 4, 8, 7, 14, 10]","[5, 3, 9, 8, 12, 11, 13, 14]",Gold Coast,2,Regular season,09,07,2022,16:35:00,20,14,11.0,15.0,7.0,0.0,8.0,1286,1175,121.0,57.0,5.0,0.0,3.0,2.0,0.0,5.0,2L,28.0,109.45,-2.0,L,7.0,15.0,9.0,0.0,6.0,1451,1232,165.0,54.0,7.0,0.0,1.0,2.0,0.0,5.0,1W,36.0,117.78,1.0,W,1
130,139,2022-07-09 19:25:00,17,5,Docklands,St Kilda,Fremantle,70,111,"[4, 4, 7, 6, 9, 8, 10, 10]","[4, 3, 6, 4, 13, 8, 17, 9]",Fremantle,41,Regular season,09,07,2022,19:25:00,15,08,9.0,15.0,9.0,0.0,6.0,1207,1116,142.0,32.0,4.0,0.0,3.0,5.0,0.0,3.0,1W,36.0,108.15,1.0,W,4.0,15.0,11.0,0.0,4.0,1217,1003,107.0,33.0,6.0,0.0,2.0,5.0,0.0,2.0,1W,44.0,121.34,1.0,W,0
131,140,2022-07-09 19:30:00,17,6,Adelaide Oval,Port Adelaide,Greater Western Sydney,84,29,"[4, 2, 8, 6, 9, 9, 12, 12]","[1, 4, 2, 4, 3, 9, 3, 11]",Port Adelaide,55,Regular season,09,07,2022,19:30:00,13,21,12.0,15.0,7.0,0.0,8.0,1149,1106,117.0,36.0,5.0,0.0,2.0,2.0,0.0,6.0,1L,28.0,103.89,-1.0,L,13.0,15.0,5.0,0.0,10.0,1228,1322,138.0,35.0,3.0,0.0,5.0,2.0,0.0,5.0,1W,20.0,92.89,1.0,W,1
132,141,2022-07-10 13:10:00,17,7,Gabba,Brisbane Lions,Essendon,90,100,"[2, 3, 4, 8, 9, 9, 13, 12]","[2, 3, 7, 6, 11, 9, 15, 10]",Essendon,10,Regular season,10,07,2022,13:10:00,19,05,3.0,15.0,11.0,0.0,4.0,1499,1181,156.0,53.0,7.0,0.0,0.0,4.0,0.0,4.0,1W,44.0,126.93,1.0,W,16.0,15.0,4.0,0.0,11.0,1138,1413,108.0,47.0,3.0,0.0,4.0,1.0,0.0,7.0,1W,16.0,80.54,1.0,W,0
133,142,2022-07-10 15:20:00,17,8,Docklands,Hawthorn,Adelaide,86,54,"[6, 3, 9, 4, 9, 7, 13, 8]","[1, 2, 3, 2, 5, 5, 8, 6]",Hawthorn,32,Regular season,10,07,2022,15:20:00,10,01,15.0,15.0,4.0,0.0,11.0,1214,1432,120.0,50.0,3.0,0.0,4.0,1.0,0.0,7.0,5L,16.0,84.78,-5.0,L,14.0,15.0,5.0,0.0,10.0,1152,1365,115.0,54.0,3.0,0.0,5.0,2.0,0.0,5.0,1L,20.0,84.4,-1.0,L,1
134,143,2022-07-10 16:40:00,17,9,Perth Stadium,West Coast,Carlton,53,116,"[0, 0, 7, 3, 8, 5, 8, 5]","[5, 4, 8, 7, 10, 10, 17, 14]",Carlton,63,Regular season,10,07,2022,16:40:00,18,03,17.0,15.0,2.0,0.0,13.0,954,1670,107.0,30.0,1.0,0.0,7.0,1.0,0.0,6.0,1L,8.0,57.13,-1.0,L,5.0,15.0,10.0,0.0,5.0,1312,1170,116.0,62.0,7.0,0.0,1.0,3.0,0.0,4.0,1L,40.0,112.14,-1.0,L,0
135,144,2022-07-15 19:50:00,18,1,Docklands,Western Bulldogs,St Kilda,84,56,"[5, 2, 8, 4, 12, 5, 13, 6]","[0, 2, 2, 4, 3, 9, 7, 14]",Western Bulldogs,28,Regular season,15,07,2022,19:50:00,07,15,10.0,16.0,8.0,0.0,8.0,1486,1346,161.0,61.0,4.0,0.0,3.0,4.0,0.0,5.0,2L,32.0,110.4,-2.0,L,9.0,16.0,9.0,0.0,7.0,1277,1227,142.0,32.0,4.0,0.0,4.0,5.0,0.0,3.0,1L,36.0,104.07,-1.0,L,1
136,145,2022-07-16 13:45:00,18,2,Adelaide Oval,Adelaide,Collingwood,86,91,"[3, 2, 7, 6, 10, 8, 13, 8]","[4, 1, 6, 3, 10, 5, 14, 7]",Collingwood,5,Regular season,16,07,2022,13:45:00,01,04,15.0,16.0,5.0,0.0,11.0,1206,1451,115.0,54.0,3.0,0.0,5.0,2.0,0.0,6.0,2L,20.0,83.12,-2.0,L,6.0,16.0,11.0,0.0,5.0,1359,1279,115.0,51.0,6.0,0.0,3.0,5.0,0.0,2.0,7W,44.0,106.25,7.0,W,0
137,146,2022-07-16 13:45:00,18,3,Manuka Oval,Greater Western Sydney,Brisbane Lions,59,99,"[1, 1, 5, 2, 6, 2, 9, 5]","[4, 1, 6, 3, 11, 8, 15, 9]",Brisbane Lions,40,Regular season,16,07,2022,13:45:00,21,19,13.0,16.0,5.0,0.0,11.0,1257,1406,138.0,29.0,3.0,0.0,5.0,2.0,0.0,6.0,1L,20.0,89.4,-1.0,L,4.0,16.0,11.0,0.0,5.0,1589,1281,156.0,53.0,7.0,0.0,1.0,4.0,0.0,4.0,1L,44.0,124.04,-1.0,L,0
138,147,2022-07-16 16:35:00,18,4,Docklands,North Melbourne,Richmond,92,88,"[4, 0, 10, 2, 12, 2, 14, 8]","[2, 5, 3, 12, 8, 16, 11, 22]",North Melbourne,4,Regular season,16,07,2022,16:35:00,12,14,18.0,16.0,1.0,0.0,15.0,895,1731,81.0,24.0,1.0,0.0,6.0,0.0,0.0,9.0,14L,4.0,51.7,-14.0,L,8.0,16.0,9.0,0.0,7.0,1543,1326,165.0,54.0,7.0,0.0,1.0,2.0,0.0,6.0,1L,36.0,116.37,-1.0,L,1
139,148,2022-07-16 19:25:00,18,5,M.C.G.,Carlton,Geelong,55,85,"[4, 1, 5, 1, 6, 3, 8, 7]","[3, 4, 7, 6, 10, 8, 12, 13]",Geelong,30,Regular season,16,07,2022,19:25:00,03,09,5.0,16.0,11.0,0.0,5.0,1428,1223,116.0,62.0,7.0,0.0,1.0,4.0,0.0,4.0,1W,44.0,116.76,1.0,W,1.0,16.0,12.0,0.0,4.0,1501,1103,144.0,66.0,7.0,0.0,1.0,5.0,0.0,3.0,7W,48.0,136.08,7.0,W,0
140,149,2022-07-16 19:30:00,18,6,Perth Stadium,Fremantle,Sydney,65,82,"[3, 3, 6, 5, 6, 9, 9, 11]","[1, 1, 3, 8, 6, 12, 11, 16]",Sydney,17,Regular season,16,07,2022,19:30:00,08,16,3.0,16.0,12.0,0.0,4.0,1328,1073,111.0,33.0,6.0,0.0,2.0,6.0,0.0,2.0,2W,48.0,123.77,2.0,W,7.0,16.0,10.0,0.0,6.0,1464,1215,121.0,59.0,6.0,0.0,2.0,4.0,0.0,4.0,1W,40.0,120.49,1.0,W,0
141,150,2022-07-17 13:10:00,18,7,M.C.G.,Hawthorn,West Coast,102,77,"[2, 3, 9, 3, 11, 7, 15, 12]","[4, 2, 7, 3, 9, 5, 12, 5]",Hawthorn,25,Regular season,17,07,2022,13:10:00,10,18,14.0,16.0,5.0,0.0,11.0,1300,1486,120.0,50.0,4.0,0.0,4.0,1.0,0.0,7.0,1W,20.0,87.48,1.0,W,17.0,16.0,2.0,0.0,14.0,1007,1786,107.0,30.0,1.0,0.0,8.0,1.0,0.0,6.0,2L,8.0,56.38,-2.0,L,1
142,151,2022-07-17 15:20:00,18,8,Traeger Park,Melbourne,Port Adelaide,83,69,"[0, 4, 5, 7, 8, 10, 12, 11]","[2, 1, 5, 3, 7, 6, 10, 9]",Melbourne,14,Regular season,17,07,2022,15:20:00,11,13,2.0,16.0,12.0,0.0,4.0,1385,1038,120.0,56.0,6.0,0.0,2.0,6.0,0.0,2.0,1L,48.0,133.43,-1.0,L,12.0,16.0,8.0,0.0,8.0,1233,1135,117.0,36.0,6.0,0.0,2.0,2.0,0.0,6.0,1W,32.0,108.63,1.0,W,1
143,152,2022-07-17 16:40:00,18,9,Docklands,Essendon,Gold Coast,103,55,"[4, 4, 9, 10, 11, 16, 14, 19]","[4, 1, 5, 4, 5, 6, 8, 7]",Essendon,48,Regular season,17,07,2022,16:40:00,05,20,16.0,16.0,5.0,0.0,11.0,1238,1503,108.0,47.0,3.0,0.0,4.0,2.0,0.0,7.0,2W,20.0,82.37,2.0,W,11.0,16.0,8.0,0.0,8.0,1380,1267,121.0,57.0,6.0,0.0,3.0,2.0,0.0,5.0,1W,32.0,108.92,1.0,W,1
144,153,2022-07-22 19:50:00,19,1,Docklands,Richmond,Fremantle,52,52,"[3, 5, 5, 8, 6, 10, 7, 10]","[3, 3, 5, 5, 5, 9, 7, 10]",,0,Regular season,22,07,2022,19:50:00,14,08,8.0,17.0,9.0,0.0,8.0,1631,1418,165.0,54.0,7.0,0.0,1.0,2.0,0.0,7.0,2L,36.0,115.02,-2.0,L,4.0,17.0,12.0,0.0,5.0,1393,1155,111.0,33.0,6.0,0.0,3.0,6.0,0.0,2.0,1L,48.0,120.61,-1.0,L,0
